,name,details
1824,"株式会社　ピープル
代表者: 大川 和光","〒247-0024
横浜市栄区野七里２丁目１４－２３
TEL: 045-895-0592"
1825,"株式会社　ｆａｔｌａｎｄ
代表者: 山崎　祥","〒213-0013
川崎市高津区末長１丁目４９－１
TEL: 044-877-9988"
1826,"ファーストウィル　株式会社
代表者: 田尻　新治","〒224-0003
横浜市都筑区中川中央１丁目３８－１５Ｋ・Ｕ６番館３０３号室
TEL: 045-914-3841"
1827,"ファースト・クラス　株式会社
代表者: 小野　塁","〒235-0033
横浜市磯子区杉田３丁目１３－２８－１階
TEL: 045-370-7739
HP: http://www.f-class.co.jp"
1828,"株式会社ファーストコーポレーション
代表者: 堀　英雄","〒223-0062
横浜市港北区日吉本町１丁目２３－３
TEL: 045-534-6356"
1829,"株式会社　ファーストハウジング
代表者: 高橋　正樹","〒224-0007
横浜市都筑区荏田南５丁目８－１一友ビル１Ｆ
TEL: 045-949-5522"
1830,"有限会社ファーストハウス
代表者: 安西　明美","〒220-0051
横浜市西区中央２丁目１６－１０
TEL: 045-577-3901"
1831,"株式会社　ファーストブレイン
横浜支店
代表者: 西片　崇英","〒223-0061
横浜市港北区日吉７丁目２０－４８ライオンズマンション日吉第１１－１０２号
TEL: 045-620-4045"
1832,"株式会社　ファーストプランニング
代表者: 村松　卓峰","〒225-0002
横浜市青葉区美しが丘４丁目１－１３小川ビル１階
TEL: 045-482-6601"
1833,"有限会社　ファーストプランニング
代表者: 大塚　智明","〒252-0132
相模原市緑区橋本台２丁目１－５ファーストビル４階
TEL: 042-703-3122"
1834,"ファーストホーム株式会社
代表者: 伊藤　剛","〒255-0001
中郡大磯町高麗１丁目１６－６
TEL: 0463-26-5109
HP: http://oiso-firsthome.jp/
Mail: firsthome@flute.ocn.ne.jp"
1835,"株式会社　ファーストリアルティ
代表者: 石田　武司","〒231-0037
横浜市中区富士見町１－１富士見町ビルヂング２階
TEL: 045-325-9112"
1836,"ファーストリンク　株式会社
代表者: 新井　康太朗","〒224-0041
横浜市都筑区仲町台１丁目２３－２２
TEL: 045-511-7197"
1837,"Ｆｉｒｓｔ　Ｒｏｏｍ
代表者: 羽尻　虎太郎","〒253-0101
高座郡寒川町倉見２０８４－１７
TEL: 0467-74-6416"
1838,"株式会社　ファーストワイズ
代表者: 坂本　幸弘","〒243-0033
厚木市温水２２７０－２
TEL: 046-248-9600"
1839,"株式会社　ファーロ・ライフ
代表者: 濵松　寛児","〒252-0303
相模原市南区相模大野９丁目２０－１５－２Ｆ
TEL: 042-727-5756"
1840,"株式会社　ファイネスト
代表者: 北島　秀之","〒252-0229
相模原市中央区弥栄２丁目３－２
TEL: 042-704-9470
HP: http@finest-fds.com
Mail: info@finest-fds.com"
1841,"株式会社ファイン
代表者: 鈴木　政幸","〒240-0064
横浜市保土ケ谷区峰岡町１丁目３－３
TEL: 045-211-8666"
1842,"株式会社　ファインエステート
代表者: 伊東　義博","〒231-0032
横浜市中区不老町１丁目４－４丸萬ビル４０３号
TEL: 045-307-4907
HP: https://www.fine-estate.info/
Mail: info@fine-estate.life"
1843,"株式会社　ファイン建築設計
代表者: 野呂　昌宏","〒240-0023
横浜市保土ケ谷区岩井町６５番地サニーハイツ２０６号
TEL: 045-334-7031
Mail: wp@fine-ad.net"
1844,"有限会社ファインホームズ
代表者: 伊藤　明秀","〒216-0022
川崎市宮前区平１丁目１－１６
TEL: 044-877-2013"
1845,"株式会社　ファステストホーム
代表者: 難波　佑介","〒245-0015
横浜市泉区中田西１丁目１－２６
TEL: 045-800-1015"
1846,"ファミール　株式会社
代表者: 清髙　祐二","〒227-0062
横浜市青葉区青葉台１丁目５－５グランノエル青葉台２０１号
TEL: 045-507-6021"
1847,"株式会社　ファミリーホーム
代表者: 塚本 賢治","〒252-0171
相模原市緑区与瀬１５６１番地
TEL: 0426-85-1415
HP: familyhome-co.jo
Mail: info@familyhome-co.jp"
1848,"有限会社　ファミリーホーム
代表者: 松田 順子","〒210-0834
川崎市川崎区大島４丁目６－１５
TEL: 044-244-2046"
1849,"株式会社　ファミリアリンク
代表者: 柏木　祐介","〒216-0005
川崎市宮前区土橋７丁目２５番地２ロイヤルシーズン宮前平５０４
TEL: 03-5366-5959"
1850,"株式会社　ファンタ・リアルエステート
代表者: 石井　太","〒222-0033
横浜市港北区新横浜３丁目１９－１１
TEL: 045-620-8095"
1851,"有限会社フィールズ
代表者: 鈴木　裕司","〒231-0035
横浜市中区千歳町１－１０ジェイビルディング４－Ｂ
TEL: 045-264-2640
HP: www.fields-real.co.jp
Mail: yokohama@fields-real.co.jp"
1852,"株式会社　フィールズホーム
代表者: 本田　謙二","〒239-0808
横須賀市大津町３丁目１５－５
TEL: 046-838-5681"
1853,"株式会社　フィールド
代表者: 上野　紀明","〒250-0631
足柄下郡箱根町仙石原４４２－１２
TEL: 0460-83-8151"
1854,"フィールドエッジ　株式会社
代表者: 田端　哲也","〒248-0024
鎌倉市稲村ガ崎５丁目２３－１２
TEL: 0467-81-3262"
1855,"フィールドプラン
代表者: 中島　博","〒211-0063
川崎市中原区小杉町３丁目１５０１－１セントア武蔵小杉Ａ棟３０１号
TEL: 044-712-0650"
1856,"株式会社　ｆｉｌ　ｈｏｍｅ
代表者: 野村　涼","〒243-0201
厚木市上荻野１３４番地１
TEL: 046-280-5110
HP: http://www.filhome.co.jp/index.html
Mail: info@filhome.co.jp"
1857,"株式会社フェア・ホームズ
代表者: 岩永　篤茂","〒231-0062
横浜市中区桜木町３丁目８
TEL: 045-211-0567"
1858,"株式会社フェイム
代表者: 樫本　昭宏","〒235-0033
横浜市磯子区杉田１丁目１３－８
TEL: 045-770-5801"
1859,"株式会社フェイム
杉田営業所
代表者: 樫本　昭宏","〒235-0033
横浜市磯子区杉田１丁目１４－４
TEL: 045-353-8619"
1860,"株式会社ＦＥＳ
代表者: 中嶋　太郎","〒225-0011
横浜市青葉区あざみ野１丁目３２－７
TEL: 045-530-4600"
1861,"合同会社　フェリックス
代表者: 野村　俊輔","〒211-0044
川崎市中原区新城５丁目４－１ニューカースル伊藤１階３
TEL: 044-750-9152"
1862,"有限会社フォーシーズン
代表者: 成澤　智寿","〒215-0021
川崎市麻生区上麻生７丁目１２－１８
TEL: 044-986-3345"
1863,"株式会社フォーシーズン
代表者: 前森　浩","〒220-0032
横浜市西区老松町３８番地
TEL: 045-350-8330
HP: http://www.fourseason-2008.jp/
Mail: yamagasukinano@sand.ocn.ne.jp"
1864,"フォーティセブン不動産　株式会社
代表者: 渡邊　一浩","〒245-0021
横浜市泉区下和泉３丁目９－２８
TEL: 045-806-2547
HP: https://www.47realestate.co.jp/
Mail: info@47realestate.co.jp"
1865,"株式会社フォーブス
代表者: 山田　和男","〒232-0016
横浜市南区宮元町１丁目２３
TEL: 045-315-6581"
1866,"株式会社　フォームテック
代表者: 牧　圭二","〒221-0851
横浜市神奈川区三ツ沢中町６番１３号原ビル３階
TEL: 045-321-7751"
1867,"有限会社　フォーラム
代表者: 岡本　克也","〒226-0025
横浜市緑区十日市場町９０１－２６
TEL: 045-982-8696"
1868,"株式会社　フォーラム８
代表者: 田島　勝利","〒223-0053
横浜市港北区綱島西１丁目９－１５
TEL: 045-633-7345"
1869,"株式会社ｆｏｕｒｌｉｓｔ
代表者: 阿部　健司","〒221-0854
横浜市神奈川区三ツ沢南町５－１
TEL: 045-316-0316"
1870,"株式会社フォアフロント
代表者: 辻　裕之","〒232-0053
横浜市南区井土ケ谷下町４４－３－１Ｆ
TEL: 045-721-5689
HP: http://forefron-yokohama.com
Mail: forefront@wind.ocn.ne.jp"
1871,"株式会社　フォアライフ・シティ
横浜支店
代表者: 井上　利弘","〒231-0027
横浜市中区扇町１丁目３番地レガーロ関内１階
TEL: 045-227-4041"
1872,"株式会社フォレストウェイブ
代表者: 秋山　有史","〒222-0033
横浜市港北区新横浜２丁目６－１２ＳＴＡＦビル５Ｆ
TEL: 045-475-2580
HP: http://www.forestwave.jp
Mail: info@forestwave.jp"
1873,"株式会社フォレストウェイブ
新横浜中央通り店
代表者: 秋山　有史","〒222-0033
横浜市港北区新横浜２丁目５－２２エクセントプラザ新横浜１階
TEL: 045-534-7544
HP: http://www.zennichi.net/m/forestwave-shinyoko/
Mail: info@forestwave.jp"
1874,"フォレスト・ライフ　株式会社
代表者: 北原　猛生","〒231-0064
横浜市中区野毛町３丁目１４３柴ＮＩＣハイム野毛山３０５号
TEL: 045-325-7895"
1875,"株式会社　フューチャーインベスト
代表者: 近藤　秀一郎","〒242-0003
大和市林間１丁目３－１１第２アイランドハイツ１－Ｇ
TEL: 046-293-5659"
1876,"株式会社　フューチャーデザイン
代表者: 押　昌彦","〒244-0812
横浜市戸塚区柏尾町１７０－２金子ビル４Ｆ
TEL: 045-443-9355"
1877,"株式会社フューチャー・ランドスケープ
代表者: 梅本　裕樹","〒221-0835
横浜市神奈川区鶴屋町３丁目３２－１４エクレール横浜西口９０５
TEL: 045-323-0666"
1878,"株式会社　フットワーク
神奈川支店
代表者: 大野　博義","〒252-0304
相模原市南区旭町６－８プライムハイム１０１
TEL: 042-705-7011"
1879,"株式会社　複合物流
代表者: 筒井　公平","〒221-0835
横浜市神奈川区鶴屋町２丁目９－２２日興パレス横浜６１１号
TEL: 045-624-9158"
1880,"株式会社　福澤
代表者: 福澤　正人","〒254-0034
平塚市宝町４－１１
TEL: 0463-22-4703"
1881,"株式会社　福商
代表者: 福原　隆雄","〒220-0023
横浜市西区平沼１丁目４０－１嶋森ビル６階
TEL: 045-324-2460"
1882,"福祉創造株式会社
代表者: 石河　幾久雄","〒236-0016
横浜市金沢区谷津町１５７番地
TEL: 045-350-4788"
1883,"福円エステート株式会社
代表者: 鈴木　幸生","〒252-0239
相模原市中央区中央１丁目１－７ノアパレス中央８０１
TEL: 042-752-4741"
1884,"株式会社フジエステート
代表者: 藤江　義幸","〒254-0045
平塚市見附町３２－１
TEL: 0463-37-4900"
1885,"株式会社富士開発
代表者: 小尾　一","〒244-0003
横浜市戸塚区戸塚町１４３－４第２富士開発ビル
TEL: 045-881-8331"
1886,"株式会社　フジキハウス
代表者: 後藤 智行","〒247-0006
横浜市栄区笠間２丁目２３－９
TEL: 045-894-5555
HP: https://fujiki-house.com/
Mail: t.goto@fujiki-house.co.jp"
1887,"富士工業　株式会社
代表者: 小山田　勉","〒232-0017
横浜市南区宿町２丁目５０宿町共同ビル２階
TEL: 045-714-4311"
1888,"藤沢不動産サービス　株式会社
代表者: 杉浦　修","〒251-0055
藤沢市南藤沢７番２－３０５
TEL: 0466-55-6616"
1889,"株式会社　藤商事
代表者: 東原　学","〒231-0011
横浜市中区太田町１丁目２０三和ビル４B
TEL: 045-641-1617"
1890,"有限会社藤住建
代表者: 藤岡　晴夫","〒226-0016
横浜市緑区霧が丘６丁目４－１０
TEL: 045-924-3360"
1891,"有限会社藤住建
代表者: 村上　欣也","〒251-0052
藤沢市藤沢４丁目９－９ララス湘南Ａ
TEL: 0466-20-7525"
1892,"株式会社　藤清
代表者: 牧田　正寿","〒251-0005
藤沢市並木台１丁目２－２３
TEL: 0466-41-9341"
1893,"株式会社　藤田不動産
代表者: 藤田　貞夫","〒244-0817
横浜市戸塚区吉田町３０００番地７木村屋ビル４０１号
TEL: 045-435-9566"
1894,"株式会社　藤ハウジング
代表者: 近藤　敬志","〒222-0037
横浜市港北区大倉山１丁目２９－９
TEL: 045-543-1881"
1895,"富士美不動産　株式会社
代表者: 立川　なみ","〒254-0034
平塚市宝町１１－１平塚フジビル５階
TEL: 0463-27-1181
HP: https://www.zennichi.net/m/fujibi/
Mail: fujibi@movie.ocn.ne.jp"
1896,"株式会社　フジミエステート
代表者: 太田　睦","〒253-0031
茅ヶ崎市富士見町６－４５
TEL: 0467-82-3603"
1897,"有限会社フジヤ住宅センター
代表者: 喜谷　房代","〒231-0058
横浜市中区弥生町１丁目９モナーク伊勢佐木４０３
TEL: 045-262-9711"
1898,"富士山田不動産有限会社
代表者: 山田　正嗣","〒231-0006
横浜市中区南仲通４丁目４６－１ラパンビルⅡ６０２号
TEL: 045-633-2757"
1899,"有限会社　フジリビング
代表者: 原子　憲嗣","〒216-0035
川崎市宮前区馬絹５丁目５番１５号
TEL: 044-866-2177"
1900,"株式会社　藤原建設
代表者: 藤原　章一","〒240-0002
横浜市保土ケ谷区宮田町２丁目１５８－１３ジュエル・フジ１Ｆ
TEL: 045-333-1123"
1901,"双葉不動産　株式会社
代表者: 佐々木 康之","〒224-0001
横浜市都筑区中川１丁目１４－１２
TEL: 045-911-7222"
1902,"株式会社　双葉プランニング
代表者: 南雲　信秀","〒252-0333
相模原市南区東大沼３丁目２９－２
TEL: 042-765-0553"
1903,"株式会社　フタムラ
代表者: 二村 政毅","〒243-0014
厚木市旭町１丁目２４―１３第一伊藤ビル１２階
TEL: 046-229-2265"
1904,"株式会社　不動産ギャラリー
代表者: 筥﨑 愼一郎","〒251-0055
藤沢市南藤沢８―１―２０６日の出ビル２Ｆ
TEL: 0466-27-2001
HP: http://www.f-gallery.co.jp
Mail: info@f-gallery.co.jp"
1905,"不動産センター　株式会社
代表者: 金丸　信一","〒238-0014
横須賀市三春町１丁目１５－１
TEL: 046-876-5494"
1906,"不動産総合ＦＰ経営研究所
代表者: 齋藤　武晴","〒251-0043
藤沢市辻堂元町２丁目１２－１２
TEL: 0466-47-7364
HP: https://fudousan-sogo-consul.com/"
1907,"有限会社不動産賃貸センター
代表者: 箕輪 孝夫","〒223-0065
横浜市港北区高田東２丁目４－１６第二箕輪ビル
TEL: 045-544-5800"
1908,"不動産投資センター　株式会社
横浜支店
代表者: 石塚　義深","〒231-0861
横浜市中区元町５丁目２０２ー１REID－C元町２F
TEL: 045-264-4820"
1909,"株式会社　不動産発見館
代表者: 満園　慎一郎","〒250-0011
小田原市栄町２丁目１０－１
TEL: 0465-24-2446"
1910,"有限会社不動産本舗
代表者: 青木　幸男","〒259-1204
平塚市上吉沢６９５－３
TEL: 0463-59-2411"
1911,"株式会社　不動産マーケット
代表者: 河出　公秀","〒252-0143
相模原市緑区橋本１丁目１４－１２
TEL: 042-700-0955"
1912,"株式会社　不動産流通システム
横浜営業所
代表者: 深谷　十三","〒220-0004
横浜市西区北幸１丁目１１－１１ＮＭＦ横浜西口ビル８階
TEL: 045-548-9871"
1913,"株式会社　フドケン
代表者: 山本　栄一","〒253-0082
茅ヶ崎市香川５丁目３－３３
TEL: 0467-83-0070"
1914,"株式会社フラッシュポイント
代表者: 大森　治樹","〒243-0432
海老名市中央１丁目１７－２５
TEL: 046-292-5544"
1915,"フラワーハウス企画　株式会社
代表者: 関口　尚登","〒245-0067
横浜市戸塚区深谷町１７０３－３
TEL: 045-435-5711
Mail: info@fhkikaku.co.jp"
1916,"株式会社　ＦＲＡＮ
代表者: 橋本　勝裕","〒251-0055
藤沢市南藤沢２２－１４アツタビル４０２号
TEL: 0466-50-5315"
1917,"フランクサービス　株式会社
代表者: 森田　梨沙","〒252-0303
相模原市南区相模大野８丁目３－１０ツルマビル
TEL: 042-705-4300"
1918,"株式会社　フリー
代表者: 西嶋　衆","〒221-0052
横浜市神奈川区栄町２－８横浜藤ビル８階
TEL: 045-595-9672"
1919,"株式会社　フリーダム
代表者: 西山 文夫","〒223-0062
横浜市港北区日吉本町３丁目４４－３Ｓ・Ｋマンション１０１
TEL: 045-565-4770"
1920,"株式会社　フリーダム
代表者: 髙村　裕司","〒253-0037
茅ヶ崎市菱沼海岸２－２２
TEL: 0467-81-5191"
1921,"株式会社　フリーライフ
代表者: 西原　正英","〒221-0045
横浜市神奈川区神奈川２丁目１９－７レジェンド横浜６０１号
TEL: 045-620-8667
Mail: info@f-rife2018.com"
1922,"有限会社　フルハウス
代表者: 奥村　淳二","〒237-0068
横須賀市追浜本町１丁目８－１２
TEL: 046-866-7477"
1923,"株式会社　ＦＵＬＬ　ＢＡＳＥ
代表者: 保坂　大輔","〒222-0033
横浜市港北区新横浜３丁目８－１１メットライフ新横浜ビル４階Ｂ１、Ｂ２号室
TEL: 045-620-7527"
1924,"フレックス　株式会社
代表者: 内田　寛","〒242-0005
大和市西鶴間１丁目１２－２２
TEL: 046-273-6169"
1925,"株式会社　フレックスホーム
代表者: 金沢　裕矢","〒221-0835
横浜市神奈川区鶴屋町２丁目21-19三善ビル3F
TEL: 045-312-8008"
1926,"株式会社フレール
代表者: 伊藤　輝彦","〒231-0014
横浜市中区常盤町１丁目５番地関内ＢＳビル３階
TEL: 045-264-4972"
1927,"有限会社フレンド企画
代表者: 杉山　順子","〒244-0804
横浜市戸塚区前田町２３４－１
TEL: 045-827-2201"
1928,"有限会社フレンドリーホーム
代表者: 宮崎　公彦","〒232-0072
横浜市南区永田東１丁目１－６
TEL: 045-710-6608"
1929,"株式会社　フロムナウ
代表者: 中村　茂","〒246-0021
横浜市瀬谷区二ツ橋町３８６－４マルヤスビル４０８号
TEL: 045-442-3968
Mail: info@fronmow2017.com"
1930,"株式会社　ブライズ
代表者: 津田　昌也","〒221-0052
横浜市神奈川区栄町５－１横浜クリエーションスクエア12階
TEL: 045-450-2577"
1931,"株式会社　ブライトハウジング
代表者: 杉本　勇人","〒231-0011
横浜市中区太田町６丁目８４神糧ビル４階４０１号室
TEL: 045-211-4412"
1932,"株式会社　ブライトホーム
代表者: 田畑　光輝","〒221-0002
横浜市神奈川区大口通１２７－７アイル横浜ノースドューエ１階
TEL: 045-434-3550"
1933,"株式会社　ブライトルーム
代表者: 金木　信英","〒214-0001
川崎市多摩区菅５丁目７－４０－２０６
TEL: 044-400-1850"
1934,"ブリエ　株式会社
代表者: 宮澤　正之","〒220-0051
横浜市西区中央２丁目３９番３号
TEL: 045-534-3888"
1935,"株式会社　ブリジット
代表者: 伊部　誠","〒247-0056
鎌倉市大船１丁目２６－３渡辺ビル２階
TEL: 0467-42-4949"
1936,"株式会社　Ｂｒｉｄｇｅ－ｏ
代表者: 浜寄　央","〒252-0311
相模原市南区東林間５丁目３－１
TEL: 042-767-5673"
1937,"ブリスランド　株式会社
代表者: 大橋　紀彦","〒231-0014
横浜市中区常盤町５丁目６２馬車道常盤ビル７階
TEL: 045-274-8333"
1938,"株式会社　ブルーノートシステム
藤沢店
代表者: 石原　尚樹","〒251-0025
藤沢市鵠沼石上１丁目１３－１３-702
TEL: 0466-29-9175"
1939,"株式会社　ブルーハウス
代表者: 佐藤　陽一郎","〒231-0023
横浜市中区山下町１０８番地
TEL: 045-663-7115"
1940,"株式会社ブルーム
代表者: 佐藤　俊忠","〒231-0066
横浜市中区日ノ出町２丁目１２４
TEL: 045-325-7016"
1941,"株式会社　ブルーム
代表者: 吉田　朋裕","〒231-0033
横浜市中区長者町５丁目８５
TEL: 045-315-7508"
1942,"株式会社ブレイブ
代表者: 椎名　勇人","〒224-0003
横浜市都筑区中川中央１丁目３３－８第五幸喜ビル５Ｆ
TEL: 045-913-3633"
1943,"Ｂｒｅｓｔｏ＆Ｃｏｍｐａｎｙ　株式会社
代表者: 菅沼　建二","〒245-0018
横浜市泉区上飯田町３９３７　ヤマダ電機家電住まいる館YAMADA横浜泉店２階
TEL: 045-900-3718
HP: https://www.bresto-company.jp/
Mail: suganuma@bresto-company.jp"
1944,"株式会社　ブロードエステート
代表者: 髙橋　秀平","〒212-0055
川崎市幸区南加瀬５丁目22-21
TEL: 044-589-7390"
1945,"株式会社ＰｌａｔＨｏｍｅ
代表者: 小椋　洋一","〒252-0311
相模原市南区東林間５丁目６番１９号２Ｃ
TEL: 042-749-6078"
1946,"株式会社プラットホーム
代表者: 渡壁　謙二","〒231-0062
横浜市中区桜木町１丁目１０１－１クロスゲート６Ｆ
TEL: 045-228-2922"
1947,"有限会社　プライズ
代表者: 陸 康","〒252-0303
相模原市南区相模大野６丁目１０－２
TEL: 042-766-2133"
1948,"プライマル湘南　株式会社
代表者: 下迫　英司","〒245-0024
横浜市泉区和泉中央北６丁目１０番１５号
TEL: 045-719-5139"
1949,"株式会社　プライム
代表者: 石塚　惠","〒252-0001
座間市相模が丘４丁目４２－２０コーポ大弘１－Ａ
TEL: 046-259-9714"
1950,"プライムエステート株式会社
代表者: 小豆澤　聡","〒220-0004
横浜市西区北幸１丁目１１－１５横浜ＳＴビル１２Ｆ
TEL: 045-290-6517
HP: https://prime-est.co.jp
Mail: p.info@prime-est.co.jp"
1951,"株式会社プライムホーム
代表者: 渡部　清隆","〒211-0025
川崎市中原区木月２丁目３－８
TEL: 044-430-5334"
1952,"株式会社　プライムリング
代表者: 武田　岳人","〒231-0013
横浜市中区住吉町５丁目６４－１石渡ビル３０７号
TEL: 045-227-7888"
1953,"株式会社　プライン
代表者: 平野　公一","〒211-0004
川崎市中原区新丸子東１丁目７８５
TEL: 044-431-2270
HP: http://plain-estate.com/
Mail: info@plain-net.jp"
1954,"プラザ横浜
代表者: 榎本　哲也","〒231-0014
横浜市中区常盤町２丁目１２ウエルス関内１Ｆ
TEL: 045-663-2239"
1955,"株式会社　プラス
代表者: 小田　称也","〒242-0021
大和市中央２丁目７番３号高木ビル４階
TEL: 046-204-5288"
1956,"プラス建築デザイン株式会社
代表者: 三原　伸裕","〒245-0007
横浜市泉区桂坂１９－１４
TEL: 045-392-6424"
1957,"プラスデザイン　株式会社
代表者: 阪口　市郎","〒231-0033
横浜市中区長者町４丁目１１－７長者町齋藤ビル７０１号
TEL: 045-315-6654"
1958,"株式会社　プラスハウス
代表者: 五十嵐　勇太","〒254-0903
平塚市河内３７２－１
TEL: 0463-30-3700"
1959,"プラスフィールド　株式会社
代表者: 増田　昭吾","〒220-0051
横浜市西区中央１丁目２２番１５－３０２号
TEL: 045-324-8701"
1960,"株式会社　プラスホーム
代表者: 能勢　健一","〒243-0017
厚木市栄町１丁目１－６
TEL: 046-210-4288
HP: https://plushome.info/
Mail: info@plushome.info"
1961,"株式会社　プラスワン
代表者: 林　俊徳","〒222-0034
横浜市港北区岸根町５７６－７
TEL: 045-548-4780"
1962,"株式会社　プラスワン
代表者: 夏山　勝","〒233-0013
横浜市港南区丸山台１丁目１１番１６号LSビル４階
TEL: 045-374-3551"
1963,"プラティナムハウス株式会社
代表者: 岩木　修平","〒244-0842
横浜市栄区飯島町１２３９－５３
TEL: 045-383-9996"
1964,"プラネッツマネジメント　株式会社
代表者: 成本　剛","〒238-0035
横須賀市池上４丁目１－１３プラネッツコート１０１号
TEL: 046-884-8631"
1965,"株式会社　プランズライフ
代表者: 麻生　喜樹","〒241-0822
横浜市旭区さちが丘４６－７二俣川ダイカンプラザ１０４
TEL: 045-744-6751
HP: http://www.planslife.co.jp/"
1966,"株式会社　プランニング・ハート
代表者: 水俣　幸宏","〒243-0206
厚木市下川入５－１
TEL: 046-204-0316"
1967,"株式会社　プランＢ・エステート
代表者: 今泉　優","〒252-0206
相模原市中央区淵野辺４丁目１－６グリーンパレス１階
TEL: 042-711-7780"
1968,"株式会社　プリムシーズ
代表者: 鈴木　祐也","〒254-0036
平塚市宮松町３－２１ライフコア平塚１０１号室
TEL: 0463-67-6674"
1969,"株式会社プルメリア・コンサルティング・コーポレーション
代表者: 櫻井　聖一","〒231-0868
横浜市中区石川町１丁目４５－２
TEL: 045-305-6680"
1970,"株式会社　プレシャスホーム
代表者: 平本　薫","〒246-0013
横浜市瀬谷区相沢１丁目１５－９メゾンワン１０１号
TEL: 045-516-0825"
1971,"株式会社　プレジャーマネジメント
代表者: 初鹿　恒義","〒225-0011
横浜市青葉区あざみ野１丁目２４－２Ｋあざみ野ビル３０４
TEL: 045-482-6106"
1972,"株式会社　プレゼントホーム
代表者: 寺島　真彦","〒214-0012
川崎市多摩区中野島６丁目１０－１ハイツ稲田Ⅲ
TEL: 044-701-3135"
1973,"株式会社　プログレア
代表者: 服部　悟","〒231-0027
横浜市中区扇町３丁目８－４日神ビル関内８階
TEL: 045-264-9652"
1974,"株式会社　プログレス
代表者: 今井　順也","〒250-0863
小田原市飯泉５８－３
TEL: 0465-43-8899"
1975,"株式会社　Ｐｒｏｇｒｅｓｓ
代表者: 上石　昌道","〒231-0013
横浜市中区住吉町２丁目２１－１フレックスタワー横浜関内５０１
TEL: 045-306-9712"
1976,"有限会社　プロジェクトＫ
代表者: 熊坂　義仁","〒243-0014
厚木市旭町１丁目２４－１７浅岡ビル２Ｆ
TEL: 046-230-0390"
1977,"株式会社　プロストライフ
代表者: 松﨑　嚴昭","〒227-0062
横浜市青葉区青葉台２丁目９－１６青葉台フラワービル３Ｆ
TEL: 045-984-4626
HP: http://www.prostlife.co.jp"
1978,"株式会社　プロスペリティ
代表者: 前田　廣栄","〒251-0052
藤沢市藤沢１０３１－１－４０６
TEL: 0466-52-5693"
1979,"株式会社　プロセス
代表者: 苅部　忠","〒224-0003
横浜市都筑区中川中央１丁目２３－４
TEL: 045-530-5355"
1980,"株式会社　プロセスイノベーション
代表者: 杉山　雅彦","〒231-0015
横浜市中区尾上町３丁目３５番地
TEL: 045-514-4589"
1981,"プロテクト　株式会社
代表者: 杉渕　光宏","〒227-0055
横浜市青葉区つつじが丘２３－７
TEL: 045-530-3115"
1982,"株式会社　プロディアル
代表者: 泉　毅","〒243-0202
厚木市中荻野９２９－１
TEL: 046-258-9560"
1983,"株式会社　プロネットシティ
代表者: 相原　智一","〒211-0034
川崎市中原区井田中ノ町４１－２
TEL: 044-788-6788"
1984,"株式会社プロパート
代表者: 松尾　秀雄","〒226-0027
横浜市緑区長津田７丁目１３－２
TEL: 045-507-9750
HP: https://propartweb.site/
Mail: propart@amail.plala.or.jp"
1985,"プロパティーワン株式会社
代表者: 片倉　英夫","〒252-0313
相模原市南区松が枝町２５－１６ジェクトワン相模原ビル３Ｆ号
TEL: 042-705-9477"
1986,"有限会社　平安総合コンサルタント
代表者: 出口　安沖","〒232-0066
横浜市南区六ツ川１丁目１４６太陽ビル１Ｆ
TEL: 045-711-8832"
1987,"株式会社　平成
代表者: 秋山 始","〒247-0072
鎌倉市岡本１丁目７－２平成ビル
TEL: 0467-46-8775
HP: http://www.heisei-shonan.co.jp
Mail: info@heisei-shonan.co.jp"
1988,"有限会社平和住宅
代表者: 小原田 平三郎","〒243-0004
厚木市水引２丁目２－３８
TEL: 046-223-0858"
1989,"株式会社　ヘヤカリル
代表者: 髙木　瞬","〒231-0012
横浜市中区相生町２丁目４２－３横浜エクセレントxvii　２階
TEL: 045-307-4888"
1990,"株式会社ベイ・アクティブ
代表者: 関口　富行","〒233-0002
横浜市港南区上大岡西２丁目９－１４
TEL: 045-845-8830"
1991,"ベイグランド株式会社
代表者: 可児　直記","〒245-0061
横浜市戸塚区汲沢６丁目５－１５-102
TEL: 045-881-5277"
1992,"株式会社　ベイサイド
代表者: 藪内　祥孝","〒220-0072
横浜市西区浅間町４丁目３３４－６
TEL: 045-624-8360"
1993,"株式会社　ベイサイド総合地所
代表者: 竹村　徹","〒231-0036
横浜市中区山田町７－１２エステハイム横浜２０３号室
TEL: 045-280-1637"
1994,"株式会社ベイサイドホーム
代表者: 加藤　雅弘","〒231-0064
横浜市中区野毛町１丁目５２
TEL: 045-251-8570"
1995,"ベイスタイル　株式会社
代表者: 加藤　大介","〒231-0861
横浜市中区元町１丁目２０ストーク元町壱番館４０６号
TEL: 045-228-7955"
1996,"株式会社ベイソフィア
代表者: 児玉　佳宣","〒220-0074
横浜市西区南浅間町７－３L.M.ヨコハマウエスト705
TEL: 045-312-5366"
1997,"株式会社　ベイダー・ホーム
代表者: 長岡　秀樹","〒231-0032
横浜市中区不老町１丁目１－５
TEL: 045-680-1172"
1998,"株式会社　ベイフロント未来都市
代表者: 藤田　政春","〒220-0023
横浜市西区平沼１丁目１８－７
TEL: 045-250-5117"
